Rodada;Data;Horario;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
10;22/06/2016;21:45;Quarta-feira;Fluminense;Santos;Santos;Kleber Andrade;2;4;RJ;SP;SP
10;23/06/2016;21:30;Quinta-feira;Coritiba;Internacional;-;Couto Pereira;1;1;PR;RS;-
10;23/06/2016;21:00;Quinta-feira;Sao Paulo;Sport;-;Morumbi;0;0;SP;PE;-
10;23/06/2016;19:15;Quinta-feira;Gremio;Vitoria;Vitoria;Arena do Gremio;1;2;RS;ES;ES
11;25/06/2016;21:00;Sabado;Corinthians;Santa Cruz;Corinthians;Arena Corinthians;2;1;SP;PE;SP
11;25/06/2016;19:00;Sabado;Cruzeiro;Palmeiras;Cruzeiro;Mineirao;2;1;MG;SP;MG
11;26/06/2016;18:30;Domingo;Figueirense;Coritiba;-;Orlando Scarpelli;0;0;SC;PR;-
11;26/06/2016;16:00;Domingo;Vitoria;Ponte Preta;-;Barradao;1;1;ES;SP;-
11;26/06/2016;11:00;Domingo;America-MG;Atletico-MG;Atletico-MG;Independencia;0;1;MG;MG;MG
11;26/06/2016;16:00;Domingo;Athletico-PR;Gremio;Athletico-PR;Arena da Baixada;2;0;PR;RS;PR
11;26/06/2016;16:00;Domingo;Internacional;Botafogo-RJ;Botafogo-RJ;Beira Rio;2;3;RS;RJ;RJ
11;26/06/2016;16:00;Domingo;Flamengo;Fluminense;Fluminense;Arena das Dunas;1;2;RJ;RJ;RJ
11;26/06/2016;16:00;Domingo;Santos;Sao Paulo;Santos;Pacaembu;3;0;SP;SP;SP
11;26/06/2016;18:30;Domingo;Sport;Chapecoense;Sport;Ilha do Retiro;5;1;PE;SC;PE
12;29/06/2016;21:00;Quarta-feira;Chapecoense;Cruzeiro;Chapecoense;Arena Conda;3;2;SC;MG;SC
12;29/06/2016;21:45;Quarta-feira;America-MG;Corinthians;Corinthians;Independencia;0;2;MG;SP;SP
12;29/06/2016;21:00;Quarta-feira;Coritiba;Athletico-PR;Coritiba;Couto Pereira;1;0;PR;PR;PR
12;29/06/2016;19:30;Quarta-feira;Flamengo;Internacional;Flamengo;Kleber Andrade;1;0;RJ;RS;RJ
12;29/06/2016;19:30;Quarta-feira;Gremio;Santos;Gremio;Arena do Gremio;3;2;RS;SP;RS
12;29/06/2016;21:45;Quarta-feira;Sao Paulo;Fluminense;Sao Paulo;Morumbi;2;1;SP;RJ;SP
12;29/06/2016;19:30;Quarta-feira;Vitoria;Sport;Vitoria;Barradao;3;2;ES;PE;ES
12;30/06/2016;21:00;Quinta-feira;Atletico-MG;Botafogo-RJ;Atletico-MG;Mineirao;5;3;MG;RJ;MG
12;30/06/2016;19:30;Quinta-feira;Palmeiras;Figueirense;Palmeiras;Palestra Italia;4;0;SP;SC;SP
12;30/06/2016;19:30;Quinta-feira;Santa Cruz;Ponte Preta;Ponte Preta;Arruda;0;3;PE;SP;SP
13;02/07/2016;16:00;Sabado;Fluminense;Coritiba;-;Raulino de Oliveira;0;0;RJ;PR;-
13;02/07/2016;18:30;Sabado;Athletico-PR;America-MG;Athletico-PR;Arena da Baixada;1;0;PR;MG;PR
13;03/07/2016;19:00;Domingo;Figueirense;Atletico-MG;-;Orlando Scarpelli;1;1;SC;MG;-
13;03/07/2016;11:00;Domingo;Cruzeiro;Vitoria;-;Mineirao;2;2;MG;ES;-
13;03/07/2016;16:00;Domingo;Botafogo-RJ;Santa Cruz;Botafogo-RJ;Juiz de Fora;2;1;RJ;PE;RJ
13;03/07/2016;16:00;Domingo;Corinthians;Flamengo;Corinthians;Arena Corinthians;4;0;SP;RJ;SP
13;03/07/2016;11:00;Domingo;Internacional;Gremio;Gremio;Beira Rio;0;1;RS;RS;RS
13;03/07/2016;16:00;Domingo;Ponte Preta;Sao Paulo;Ponte Preta;Moises Lucarelli;1;0;SP;SP;SP
13;03/07/2016;16:00;Domingo;Santos;Chapecoense;Santos;Vila Belmiro;3;0;SP;SC;SP
13;04/07/2016;20:00;Segunda-feira;Sport;Palmeiras;Palmeiras;Ilha do Retiro;1;3;PE;SP;SP
14;09/07/2016;16:30;Sabado;Coritiba;Botafogo-RJ;-;Couto Pereira;0;0;PR;RJ;-
14;09/07/2016;16:30;Sabado;Chapecoense;Corinthians;Corinthians;Arena Conda;0;2;SC;SP;SP
14;09/07/2016;21:00;Sabado;Ponte Preta;Sport;Ponte Preta;Moises Lucarelli;2;1;SP;PE;SP
14;10/07/2016;19:30;Domingo;Vitoria;Fluminense;-;Barradao;0;0;ES;RJ;-
14;10/07/2016;11:00;Domingo;Flamengo;Atletico-MG;Flamengo;Mane Garrincha;2;0;RJ;MG;RJ
14;10/07/2016;11:00;Domingo;Gremio;Figueirense;Gremio;Arena do Gremio;2;1;RS;SC;RS
14;10/07/2016;16:00;Domingo;Santa Cruz;Internacional;Santa Cruz;Arruda;1;0;PE;RS;PE
14;10/07/2016;16:00;Domingo;Sao Paulo;America-MG;Sao Paulo;Morumbi;3;0;SP;MG;SP
14;11/07/2016;20:00;Segunda-feira;Cruzeiro;Athletico-PR;Athletico-PR;Mineirao;0;3;MG;PR;PR
14;12/07/2016;20:30;Terça-feira;Palmeiras;Santos;-;Palestra Italia;1;1;SP;SP;-
15;16/07/2016;16:00;Sabado;Botafogo-RJ;Flamengo;-;Luso Brasileiro;3;3;RJ;RJ;-
15;16/07/2016;18:30;Sabado;Santos;Ponte Preta;Santos;Vila Belmiro;3;1;SP;SP;SP
15;17/07/2016;16:00;Domingo;Figueirense;Chapecoense;-;Orlando Scarpelli;1;1;SC;SC;-
15;17/07/2016;16:00;Domingo;Corinthians;Sao Paulo;-;Arena Corinthians;1;1;SP;SP;-
15;17/07/2016;16:00;Domingo;Athletico-PR;Vitoria;-;Arena da Baixada;1;1;PR;ES;-
15;17/07/2016;16:00;Domingo;Fluminense;Cruzeiro;Fluminense;Edson Passos;2;0;RJ;MG;RJ
15;17/07/2016;16:00;Domingo;Internacional;Palmeiras;Palmeiras;Beira Rio;0;1;RS;SP;SP
15;17/07/2016;11:00;Domingo;America-MG;Santa Cruz;Santa Cruz;Independencia;0;3;MG;PE;PE
15;17/07/2016;18:30;Domingo;Sport;Gremio;Sport;Ilha do Retiro;4;2;PE;RS;PE
15;18/07/2016;20:00;Segunda-feira;Atletico-MG;Coritiba;Atletico-MG;Independencia;2;1;MG;PR;MG
16;23/07/2016;16:00;Sabado;Corinthians;Figueirense;-;Arena Corinthians;1;1;SP;SC;-
16;23/07/2016;18:30;Sabado;Santa Cruz;Coritiba;Coritiba;Arruda;0;1;PE;PR;PR
16;24/07/2016;11:00;Domingo;Ponte Preta;Internacional;-;Moises Lucarelli;2;2;SP;RS;-
16;24/07/2016;11:00;Domingo;Palmeiras;Atletico-MG;Atletico-MG;Palestra Italia;0;1;SP;MG;MG
16;24/07/2016;16:00;Domingo;Athletico-PR;Fluminense;Athletico-PR;Arena da Baixada;1;0;PR;RJ;PR
16;24/07/2016;16:00;Domingo;Chapecoense;Botafogo-RJ;Chapecoense;Arena Conda;2;1;SC;RJ;SC
16;24/07/2016;16:00;Domingo;Gremio;Sao Paulo;Gremio;Arena do Gremio;1;0;RS;SP;RS
16;24/07/2016;18:30;Domingo;Vitoria;Santos;Santos;Barradao;2;3;ES;SP;SP
16;24/07/2016;16:00;Domingo;Cruzeiro;Sport;Sport;Mineirao;1;2;MG;PE;PE
16;25/07/2016;20:00;Segunda-feira;Flamengo;America-MG;Flamengo;Kleber Andrade;2;1;RJ;MG;RJ
17;30/07/2016;21:00;Sabado;Atletico-MG;Santa Cruz;Atletico-MG;Independencia;3;0;MG;PE;MG
17;30/07/2016;18:30;Sabado;Figueirense;Vitoria;Figueirense;Orlando Scarpelli;1;0;SC;ES;SC
17;30/07/2016;18:30;Sabado;Sport;Athletico-PR;Sport;Ilha do Retiro;2;0;PE;PR;PE
17;31/07/2016;11:00;Domingo;Sao Paulo;Chapecoense;-;Morumbi;2;2;SP;SC;-
17;31/07/2016;18:30;Domingo;America-MG;Gremio;-;Independencia;0;0;MG;RS;-
17;31/07/2016;18:30;Domingo;Botafogo-RJ;Palmeiras;Botafogo-RJ;Luso Brasileiro;3;1;RJ;SP;RJ
17;31/07/2016;16:00;Domingo;Internacional;Corinthians;Corinthians;Beira Rio;0;1;RS;SP;SP
17;31/07/2016;16:00;Domingo;Coritiba;Flamengo;Flamengo;Couto Pereira;0;2;PR;RJ;RJ
17;31/07/2016;11:00;Domingo;Fluminense;Ponte Preta;Fluminense;Edson Passos;3;0;RJ;SP;RJ
17;31/07/2016;16:00;Domingo;Santos;Cruzeiro;Santos;Vila Belmiro;2;0;SP;MG;SP
18;03/08/2016;19:30;Quarta-feira;Sport;America-MG;-;Ilha do Retiro;1;1;PE;MG;-
18;03/08/2016;21:45;Quarta-feira;Santos;Flamengo;-;Arena Pantanal;0;0;SP;RJ;-
18;03/08/2016;21:45;Quarta-feira;Athletico-PR;Corinthians;Athletico-PR;Arena da Baixada;2;0;PR;SP;PR
18;03/08/2016;19:30;Quarta-feira;Vitoria;Coritiba;Vitoria;Joia da Princesa;3;1;ES;PR;ES
18;04/08/2016;21:30;Quinta-feira;Chapecoense;Palmeiras;-;Arena Conda;1;1;SC;SP;-
18;04/08/2016;19:30;Quinta-feira;Gremio;Santa Cruz;-;Arena do Gremio;0;0;RS;PE;-
18;04/08/2016;19:30;Quinta-feira;Sao Paulo;Atletico-MG;Atletico-MG;Morumbi;1;2;SP;MG;MG
18;04/08/2016;21:00;Quinta-feira;Cruzeiro;Internacional;Cruzeiro;Independencia;4;2;MG;RS;MG
18;04/08/2016;19:15;Quinta-feira;Ponte Preta;Botafogo-RJ;Ponte Preta;Moises Lucarelli;2;0;SP;RJ;SP
19;06/08/2016;18:30;Sabado;Flamengo;Athletico-PR;Flamengo;Kleber Andrade;1;0;RJ;PR;RJ
19;07/08/2016;16:15;Domingo;Internacional;Fluminense;-;Beira Rio;2;2;RS;RJ;-
19;07/08/2016;18:30;Domingo;Figueirense;Sport;-;Orlando Scarpelli;1;1;SC;PE;-
19;07/08/2016;11:00;Domingo;America-MG;Santos;America-MG;Independencia;1;0;MG;SP;MG
19;07/08/2016;16:00;Domingo;Coritiba;Ponte Preta;Coritiba;Couto Pereira;3;1;PR;SP;PR
19;07/08/2016;16:00;Domingo;Palmeiras;Vitoria;Palmeiras;Palestra Italia;2;1;SP;ES;SP
19;07/08/2016;16:15;Domingo;Santa Cruz;Sao Paulo;Sao Paulo;Arruda;1;2;PE;SP;SP
19;08/08/2016;21:00;Segunda-feira;Corinthians;Cruzeiro;-;Pacaembu;1;1;SP;MG;-
19;08/08/2016;20:00;Segunda-feira;Atletico-MG;Chapecoense;Atletico-MG;Independencia;3;1;MG;SC;MG
20;13/08/2016;18:30;Sabado;Ponte Preta;Figueirense;Ponte Preta;Moises Lucarelli;2;0;SP;SC;SP
20;13/08/2016;16:00;Sabado;Sport;Flamengo;Sport;Arena Pernambuco;1;0;PE;RJ;PE
20;14/08/2016;16:00;Domingo;Cruzeiro;Coritiba;-;Independencia;2;2;MG;PR;-
20;14/08/2016;16:00;Domingo;Vitoria;Santa Cruz;-;Barradao;2;2;ES;PE;-
20;14/08/2016;16:15;Domingo;Sao Paulo;Botafogo-RJ;Botafogo-RJ;Morumbi;0;1;SP;RJ;RJ
20;14/08/2016;11:00;Domingo;Fluminense;America-MG;Fluminense;Kleber Andrade;1;0;RJ;MG;RJ
20;14/08/2016;11:00;Domingo;Gremio;Corinthians;Gremio;Arena do Gremio;3;0;RS;SP;RS
20;14/08/2016;18:30;Domingo;Athletico-PR;Palmeiras;Palmeiras;Arena da Baixada;0;1;PR;SP;SP
20;14/08/2016;16:00;Domingo;Santos;Atletico-MG;Santos;Vila Belmiro;3;0;SP;MG;SP
20;15/08/2016;20:00;Segunda-feira;Chapecoense;Internacional;Chapecoense;Arena Conda;1;0;SC;RS;SC
21;19/08/2016;21:30;Sexta-feira;America-MG;Chapecoense;Chapecoense;Independencia;1;2;MG;SC;SC
21;20/08/2016;21:00;Sabado;Botafogo-RJ;Sport;Botafogo-RJ;Juiz de Fora;3;0;RJ;PE;RJ
21;21/08/2016;16:00;Domingo;Palmeiras;Ponte Preta;-;Palestra Italia;2;2;SP;SP;-
21;21/08/2016;16:00;Domingo;Internacional;Sao Paulo;-;Beira Rio;1;1;RS;SP;-
21;21/08/2016;11:00;Domingo;Atletico-MG;Athletico-PR;Atletico-MG;Independencia;1;0;MG;PR;MG
21;21/08/2016;18:00;Domingo;Coritiba;Santos;Coritiba;Couto Pereira;2;1;PR;SP;PR
21;21/08/2016;18:30;Domingo;Figueirense;Cruzeiro;Cruzeiro;Orlando Scarpelli;1;2;SC;MG;MG
21;21/08/2016;11:00;Domingo;Flamengo;Gremio;Flamengo;Mane Garrincha;2;1;RJ;RS;RJ
21;21/08/2016;16:00;Domingo;Santa Cruz;Fluminense;Fluminense;Arruda;0;1;PE;RJ;RJ
21;22/08/2016;20:00;Segunda-feira;Corinthians;Vitoria;Corinthians;Arena Corinthians;2;1;SP;ES;SP
22;27/08/2016;16:00;Sabado;Ponte Preta;Corinthians;Ponte Preta;Moises Lucarelli;2;0;SP;SP;SP
22;28/08/2016;16:00;Domingo;Gremio;Atletico-MG;-;Arena do Gremio;1;1;RS;MG;-
22;28/08/2016;16:00;Domingo;Sao Paulo;Coritiba;-;Morumbi;0;0;SP;PR;-
22;28/08/2016;18:30;Domingo;Sport;Internacional;-;Arena Pernambuco;1;1;PE;RS;-
22;28/08/2016;11:00;Domingo;Cruzeiro;Santa Cruz;Cruzeiro;Mineirao;2;0;MG;PE;MG
22;28/08/2016;11:00;Domingo;Santos;Figueirense;Figueirense;Vila Belmiro;0;1;SP;SC;SC
22;28/08/2016;16:00;Domingo;Chapecoense;Flamengo;Flamengo;Arena Conda;1;3;SC;RJ;RJ
22;28/08/2016;16:00;Domingo;Fluminense;Palmeiras;Palmeiras;Mane Garrincha;0;2;RJ;SP;SP
22;28/08/2016;18:30;Domingo;Vitoria;America-MG;Vitoria;Fonte Nova;2;1;ES;MG;ES
22;29/08/2016;20:00;Segunda-feira;Athletico-PR;Botafogo-RJ;Athletico-PR;Arena da Baixada;1;0;PR;RJ;PR
18;03/09/2016;16:00;Sabado;Fluminense;Figueirense;Fluminense;Edson Passos;3;2;RJ;SC;RJ
19;04/09/2016;16:00;Domingo;Botafogo-RJ;Gremio;Botafogo-RJ;Luso Brasileiro;2;1;RJ;RS;RJ
23;07/09/2016;16:00;Quarta-feira;Santa Cruz;Chapecoense;-;Arena Pernambuco;2;2;PE;SC;-
23;07/09/2016;19:30;Quarta-feira;Atletico-MG;Vitoria;Atletico-MG;Independencia;2;1;MG;ES;MG
23;07/09/2016;16:00;Quarta-feira;Botafogo-RJ;Fluminense;Botafogo-RJ;Luso Brasileiro;1;0;RJ;RJ;RJ
23;07/09/2016;21:45;Quarta-feira;Coritiba;Gremio;Coritiba;Couto Pereira;4;0;PR;RS;PR
23;07/09/2016;16:00;Quarta-feira;Figueirense;Athletico-PR;Figueirense;Orlando Scarpelli;1;0;SC;PR;SC
23;07/09/2016;21:45;Quarta-feira;Flamengo;Ponte Preta;Flamengo;Kleber Andrade;2;1;RJ;SP;RJ
23;07/09/2016;21:45;Quarta-feira;Palmeiras;Sao Paulo;Palmeiras;Palestra Italia;2;1;SP;SP;SP
23;08/09/2016;19:30;Quinta-feira;Corinthians;Sport;Corinthians;Arena Corinthians;3;0;SP;PE;SP
23;08/09/2016;21:00;Quinta-feira;America-MG;Cruzeiro;Cruzeiro;Independencia;0;2;MG;MG;MG
23;08/09/2016;21:00;Quinta-feira;Internacional;Santos;Internacional;Beira Rio;2;1;RS;SP;RS
24;10/09/2016;18:30;Sabado;Vitoria;Flamengo;Flamengo;Barradao;1;2;ES;RJ;RJ
24;11/09/2016;18:30;Domingo;Ponte Preta;America-MG;-;Moises Lucarelli;1;1;SP;MG;-
24;11/09/2016;18:30;Domingo;Gremio;Palmeiras;-;Arena do Gremio;0;0;RS;SP;-
24;11/09/2016;16:00;Domingo;Athletico-PR;Internacional;Athletico-PR;Arena da Baixada;2;1;PR;RS;PR
24;11/09/2016;16:00;Domingo;Cruzeiro;Botafogo-RJ;Botafogo-RJ;Mineirao;0;2;MG;RJ;RJ
24;11/09/2016;11:00;Domingo;Chapecoense;Coritiba;Chapecoense;Arena Conda;1;0;SC;PR;SC
24;11/09/2016;16:00;Domingo;Santos;Corinthians;Santos;Vila Belmiro;2;1;SP;SP;SP
24;11/09/2016;11:00;Domingo;Sao Paulo;Figueirense;Sao Paulo;Morumbi;3;1;SP;SC;SP
24;11/09/2016;16:00;Domingo;Sport;Santa Cruz;Sport;Ilha do Retiro;5;3;PE;PE;PE
24;12/09/2016;20:00;Segunda-feira;Fluminense;Atletico-MG;Fluminense;Edson Passos;4;2;RJ;MG;RJ
25;14/09/2016;19:30;Quarta-feira;Figueirense;America-MG;-;Orlando Scarpelli;2;2;SC;MG;-
25;14/09/2016;21:45;Quarta-feira;Coritiba;Corinthians;-;Couto Pereira;1;1;PR;SP;-
25;14/09/2016;21:45;Quarta-feira;Palmeiras;Flamengo;-;Palestra Italia;1;1;SP;RJ;-
25;14/09/2016;21:00;Quarta-feira;Ponte Preta;Gremio;Ponte Preta;Moises Lucarelli;3;0;SP;RS;SP
25;14/09/2016;21:00;Quarta-feira;Santa Cruz;Athletico-PR;Santa Cruz;Arruda;1;0;PE;PR;PE
25;14/09/2016;19:30;Quarta-feira;Botafogo-RJ;Santos;Santos;Luso Brasileiro;0;1;RJ;SP;SP
25;15/09/2016;19:30;Quinta-feira;Atletico-MG;Sport;Atletico-MG;Independencia;1;0;MG;PE;MG
25;15/09/2016;19:30;Quinta-feira;Fluminense;Chapecoense;Chapecoense;Edson Passos;1;2;RJ;SC;SC
25;15/09/2016;21:00;Quinta-feira;Sao Paulo;Cruzeiro;Sao Paulo;Morumbi;1;0;SP;MG;SP
25;15/09/2016;21:00;Quinta-feira;Internacional;Vitoria;Vitoria;Beira Rio;0;1;RS;ES;ES
26;17/09/2016;16:00;Sabado;Corinthians;Palmeiras;Palmeiras;Arena Corinthians;0;2;SP;SP;SP
26;18/09/2016;16:00;Domingo;Cruzeiro;Atletico-MG;-;Mineirao;1;1;MG;MG;-
26;18/09/2016;16:00;Domingo;Chapecoense;Ponte Preta;-;Arena Conda;2;2;SC;SP;-
26;18/09/2016;16:00;Domingo;Athletico-PR;Sao Paulo;Athletico-PR;Arena da Baixada;1;0;PR;SP;PR
26;18/09/2016;18:30;Domingo;Vitoria;Botafogo-RJ;Botafogo-RJ;Barradao;0;1;ES;RJ;RJ
26;18/09/2016;16:00;Domingo;Sport;Coritiba;Coritiba;Ilha do Retiro;0;1;PE;PR;PR
26;18/09/2016;11:00;Domingo;Flamengo;Figueirense;Flamengo;Pacaembu;2;0;RJ;SC;RJ
26;18/09/2016;16:00;Domingo;Gremio;Fluminense;Fluminense;Arena do Gremio;0;1;RS;RJ;RJ
26;18/09/2016;18:30;Domingo;Santos;Santa Cruz;Santos;Pacaembu;3;2;SP;PE;SP
26;19/09/2016;20:00;Segunda-feira;America-MG;Internacional;America-MG;Independencia;1;0;MG;RS;MG
27;24/09/2016;21:00;Sabado;America-MG;Botafogo-RJ;America-MG;Independencia;1;0;MG;RJ;MG
27;24/09/2016;16:00;Sabado;Palmeiras;Coritiba;Palmeiras;Palestra Italia;2;1;SP;PR;SP
27;24/09/2016;18:30;Sabado;Sport;Santos;Sport;Ilha do Retiro;1;0;PE;SP;PE
27;25/09/2016;18:30;Domingo;Atletico-MG;Internacional;Atletico-MG;Independencia;3;1;MG;RS;MG
27;25/09/2016;11:00;Domingo;Athletico-PR;Ponte Preta;Athletico-PR;Arena da Baixada;3;0;PR;SP;PR
27;25/09/2016;11:00;Domingo;Figueirense;Santa Cruz;Figueirense;Orlando Scarpelli;3;1;SC;PE;SC
27;25/09/2016;16:00;Domingo;Flamengo;Cruzeiro;Flamengo;Kleber Andrade;2;1;RJ;MG;RJ
27;25/09/2016;16:00;Domingo;Corinthians;Fluminense;Fluminense;Arena Corinthians;0;1;SP;RJ;RJ
27;25/09/2016;16:00;Domingo;Gremio;Chapecoense;Gremio;Arena do Gremio;1;0;RS;SC;RS
27;25/09/2016;16:00;Domingo;Vitoria;Sao Paulo;Vitoria;Barradao;2;0;ES;SP;ES
28;01/10/2016;16:00;Sabado;Sao Paulo;Flamengo;-;Morumbi;0;0;SP;RJ;-
28;01/10/2016;16:30;Sabado;Ponte Preta;Atletico-MG;Atletico-MG;Moises Lucarelli;1;2;SP;MG;MG
28;01/10/2016;16:30;Sabado;Botafogo-RJ;Corinthians;Botafogo-RJ;Luso Brasileiro;2;0;RJ;SP;RJ
28;01/10/2016;18:30;Sabado;Cruzeiro;Gremio;Cruzeiro;Mineirao;1;0;MG;RS;MG
28;01/10/2016;11:00;Sabado;Fluminense;Sport;Fluminense;Edson Passos;3;1;RJ;PE;RJ
28;01/10/2016;21:00;Sabado;Internacional;Figueirense;Internacional;Beira Rio;1;0;RS;SC;RS
28;01/10/2016;16:00;Sabado;Santos;Athletico-PR;Santos;Vila Belmiro;2;0;SP;PR;SP
28;01/10/2016;16:00;Sabado;Chapecoense;Vitoria;Vitoria;Arena Conda;1;4;SC;ES;ES
28;03/10/2016;21:00;Segunda-feira;Coritiba;America-MG;Coritiba;Couto Pereira;3;0;PR;MG;PR
28;03/10/2016;20:00;Segunda-feira;Santa Cruz;Palmeiras;Palmeiras;Arruda;2;3;PE;SP;SP
29;05/10/2016;21:00;Quarta-feira;Corinthians;Atletico-MG;-;Arena Corinthians;0;0;SP;MG;-
29;05/10/2016;21:45;Quarta-feira;Sport;Sao Paulo;-;Ilha do Retiro;1;1;PE;SP;-
29;05/10/2016;19:30;Quarta-feira;Athletico-PR;Chapecoense;Athletico-PR;Arena da Baixada;3;1;PR;SC;PR
29;05/10/2016;19:30;Quarta-feira;Vitoria;Gremio;Gremio;Fonte Nova;0;1;ES;RS;RS
29;05/10/2016;21:00;Quarta-feira;Santos;Fluminense;Santos;Vila Belmiro;2;1;SP;RJ;SP
29;06/10/2016;19:30;Quinta-feira;Internacional;Coritiba;Internacional;Beira Rio;1;0;RS;PR;RS
29;08/10/2016;21:00;Sabado;Cruzeiro;Ponte Preta;Cruzeiro;Mineirao;2;0;MG;SP;MG
29;09/10/2016;17:00;Domingo;Figueirense;Botafogo-RJ;Botafogo-RJ;Orlando Scarpelli;0;1;SC;RJ;RJ
29;09/10/2016;17:00;Domingo;Flamengo;Santa Cruz;Flamengo;Pacaembu;3;0;RJ;PE;RJ
29;09/10/2016;17:00;Domingo;America-MG;Palmeiras;Palmeiras;Estadio do Cafe;0;2;MG;SP;SP
30;12/10/2016;19:30;Quarta-feira;Coritiba;Figueirense;-;Couto Pereira;0;0;PR;SC;-
30;12/10/2016;21:45;Quarta-feira;Botafogo-RJ;Internacional;Botafogo-RJ;Luso Brasileiro;1;0;RJ;RS;RJ
30;12/10/2016;11:00;Quarta-feira;Chapecoense;Sport;Chapecoense;Arena Conda;3;0;SC;PE;SC
30;12/10/2016;21:45;Quarta-feira;Santa Cruz;Corinthians;Corinthians;Arena Pantanal;2;4;PE;SP;SP
30;13/10/2016;19:30;Quinta-feira;Palmeiras;Cruzeiro;-;Fonte Luminosa;0;0;SP;MG;-
30;13/10/2016;19:30;Quinta-feira;Atletico-MG;America-MG;Atletico-MG;Mineirao;3;0;MG;MG;MG
30;13/10/2016;21:00;Quinta-feira;Fluminense;Flamengo;Flamengo;Raulino de Oliveira;1;2;RJ;RJ;RJ
30;13/10/2016;21:00;Quinta-feira;Gremio;Athletico-PR;Gremio;Arena do Gremio;1;0;RS;PR;RS
30;13/10/2016;19:30;Quinta-feira;Ponte Preta;Vitoria;Ponte Preta;Moises Lucarelli;2;0;SP;ES;SP
30;13/10/2016;21:00;Quinta-feira;Sao Paulo;Santos;Santos;Pacaembu;0;1;SP;SP;SP
31;16/10/2016;17:00;Domingo;Cruzeiro;Chapecoense;-;Mineirao;0;0;MG;SC;-
31;16/10/2016;19:30;Domingo;Santos;Gremio;-;Vila Belmiro;1;1;SP;RS;-
31;16/10/2016;17:00;Domingo;Athletico-PR;Coritiba;Athletico-PR;Vila Capanema;2;0;PR;PR;PR
31;16/10/2016;17:00;Domingo;Botafogo-RJ;Atletico-MG;Botafogo-RJ;Luso Brasileiro;3;2;RJ;MG;RJ
31;16/10/2016;18:30;Domingo;Corinthians;America-MG;Corinthians;Arena Corinthians;2;0;SP;MG;SP
31;16/10/2016;17:00;Domingo;Internacional;Flamengo;Internacional;Beira Rio;2;1;RS;RJ;RS
31;16/10/2016;17:00;Domingo;Figueirense;Palmeiras;Palmeiras;Orlando Scarpelli;1;2;SC;SP;SP
31;16/10/2016;18:30;Domingo;Ponte Preta;Santa Cruz;Ponte Preta;Moises Lucarelli;3;0;SP;PE;SP
31;16/10/2016;19:30;Domingo;Sport;Vitoria;Sport;Ilha do Retiro;1;0;PE;ES;PE
31;17/10/2016;20:00;Segunda-feira;Fluminense;Sao Paulo;Sao Paulo;Edson Passos;1;2;RJ;SP;SP
32;19/10/2016;21:45;Quarta-feira;Santa Cruz;Botafogo-RJ;Botafogo-RJ;Arruda;0;1;PE;RJ;RJ
32;22/10/2016;17:00;Sabado;Sao Paulo;Ponte Preta;Sao Paulo;Morumbi;2;0;SP;SP;SP
32;23/10/2016;17:00;Domingo;Flamengo;Corinthians;-;Maracana;2;2;RJ;SP;-
32;23/10/2016;18:30;Domingo;Coritiba;Fluminense;-;Couto Pereira;1;1;PR;RJ;-
32;23/10/2016;17:00;Domingo;Gremio;Internacional;-;Arena do Gremio;0;0;RS;RS;-
32;23/10/2016;19:30;Domingo;Atletico-MG;Figueirense;Atletico-MG;Independencia;3;0;MG;SC;MG
32;23/10/2016;17:00;Domingo;Vitoria;Cruzeiro;Cruzeiro;Barradao;0;1;ES;MG;MG
32;23/10/2016;17:00;Domingo;Palmeiras;Sport;Palmeiras;Palestra Italia;2;1;SP;PE;SP
32;23/10/2016;19:30;Domingo;Chapecoense;Santos;Santos;Arena Conda;0;1;SC;SP;SP
32;24/10/2016;20:00;Segunda-feira;America-MG;Athletico-PR;America-MG;Independencia;1;0;MG;PR;MG
33;27/10/2016;20:30;Quinta-feira;Sport;Ponte Preta;Sport;Ilha do Retiro;1;0;PE;SP;PE
33;28/10/2016;19:30;Sexta-feira;Fluminense;Vitoria;-;Maracana;2;2;RJ;ES;-
33;29/10/2016;16:30;Sabado;Corinthians;Chapecoense;-;Arena Corinthians;1;1;SP;SC;-
33;29/10/2016;18:30;Sabado;Botafogo-RJ;Coritiba;-;Luso Brasileiro;0;0;RJ;PR;-
33;29/10/2016;16:30;Sabado;Atletico-MG;Flamengo;-;Mineirao;2;2;MG;RJ;-
33;29/10/2016;19:30;Sabado;Figueirense;Gremio;-;Orlando Scarpelli;0;0;SC;RS;-
33;29/10/2016;18:30;Sabado;Internacional;Santa Cruz;-;Beira Rio;1;1;RS;PE;-
33;29/10/2016;16:30;Sabado;Athletico-PR;Cruzeiro;Athletico-PR;Arena da Baixada;1;0;PR;MG;PR
33;29/10/2016;19:30;Sabado;Santos;Palmeiras;Santos;Vila Belmiro;1;0;SP;SP;SP
33;31/10/2016;20:00;Segunda-feira;America-MG;Sao Paulo;America-MG;Independencia;1;0;MG;SP;MG
34;05/11/2016;17:00;Sabado;Flamengo;Botafogo-RJ;-;Maracana;0;0;RJ;RJ;-
34;05/11/2016;19:30;Sabado;Sao Paulo;Corinthians;Sao Paulo;Morumbi;4;0;SP;SP;SP
34;06/11/2016;19:30;Domingo;Chapecoense;Figueirense;Chapecoense;Arena Conda;1;0;SC;SC;SC
