Rodada;Data;Horario;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
15;29/07/2009;21h50;Quarta-feira;Cruzeiro;Sport;Cruzeiro;Mineirao;1;0;MG;PE;MG
15;29/07/2009;21h00;Quarta-feira;Goias;Athletico-PR;Goias;Serra Dourada;3;0;GO;PR;GO
15;29/07/2009;21h00;Quarta-feira;Internacional;Barueri;Internacional;Beira Rio;3;2;RS;SP;RS
15;29/07/2009;21h50;Quarta-feira;Palmeiras;Fluminense;Palmeiras;Palestra Italia;1;0;SP;RJ;SP
15;29/07/2009;19h30;Quarta-feira;Nautico;Santos;Santos;Aflitos;1;2;PE;SP;SP
15;30/07/2009;21h00;Quinta-feira;Avai;Vitoria;Avai;Ressacada;4;0;SC;ES;SC
15;30/07/2009;21h00;Quinta-feira;Flamengo;Atletico-MG;Flamengo;Maracana;3;1;RJ;MG;RJ
15;30/07/2009;21h00;Quinta-feira;Sao Paulo;Gremio;Sao Paulo;Morumbi;2;1;SP;RS;SP
16;01/08/2009;18h30;Sabado;Botafogo-RJ;Barueri;Botafogo-RJ;Engenhao;2;1;RJ;SP;RJ
16;01/08/2009;18h30;Sabado;Sport;Palmeiras;Palmeiras;Ilha do Retiro;0;1;PE;SP;SP
16;02/08/2009;16h00;Domingo;Corinthians;Avai;-;Pacaembu;0;0;SP;SC;-
16;02/08/2009;16h00;Domingo;Flamengo;Nautico;-;Maracana;1;1;RJ;PE;-
16;02/08/2009;16h00;Domingo;Atletico-MG;Coritiba;Atletico-MG;Mineirao;3;2;MG;PR;MG
16;02/08/2009;16h00;Domingo;Athletico-PR;Fluminense;Athletico-PR;Estadio do Cafe;1;0;PR;RJ;PR
16;02/08/2009;18h30;Domingo;Santo Andre;Goias;Goias;Anacleto Campanella;1;2;SP;GO;GO
16;02/08/2009;18h30;Domingo;Gremio;Cruzeiro;Gremio;Olimpico Monumental;4;1;RS;MG;RS
16;02/08/2009;16h00;Domingo;Vitoria;Sao Paulo;Sao Paulo;Barradao;0;1;ES;SP;SP
17;05/08/2009;19h30;Quarta-feira;Cruzeiro;Athletico-PR;Athletico-PR;Mineirao;0;2;MG;PR;PR
17;05/08/2009;21h00;Quarta-feira;Avai;Santo Andre;Avai;Ressacada;1;0;SC;SP;SC
17;05/08/2009;21h50;Quarta-feira;Goias;Flamengo;Goias;Serra Dourada;3;2;GO;RJ;GO
17;05/08/2009;21h50;Quarta-feira;Nautico;Corinthians;Nautico;Aflitos;1;0;PE;SP;PE
17;05/08/2009;21h50;Quarta-feira;Coritiba;Santos;Santos;Olimpico Regional;0;1;PR;SP;SP
17;05/08/2009;21h00;Quarta-feira;Sao Paulo;Botafogo-RJ;Sao Paulo;Morumbi;3;1;SP;RJ;SP
17;06/08/2009;21h00;Quinta-feira;Palmeiras;Gremio;-;Palestra Italia;1;1;SP;RS;-
17;06/08/2009;21h00;Quinta-feira;Barueri;Vitoria;Barueri;Arena Barueri;4;0;SP;ES;SP
17;06/08/2009;21h00;Quinta-feira;Fluminense;Sport;Fluminense;Maracana;5;1;RJ;PE;RJ
18;08/08/2009;18h30;Sabado;Santos;Avai;-;Vila Belmiro;2;2;SP;SC;-
18;08/08/2009;18h30;Sabado;Botafogo-RJ;Athletico-PR;Athletico-PR;Engenhao;0;1;RJ;PR;PR
18;08/08/2009;18h30;Sabado;Nautico;Santo Andre;Nautico;Luiz Lacerda;2;1;PE;SP;PE
18;09/08/2009;16h00;Domingo;Vitoria;Fluminense;-;Barradao;2;2;ES;RJ;-
18;09/08/2009;18h30;Domingo;Barueri;Gremio;Barueri;Arena Barueri;1;0;SP;RS;SP
18;09/08/2009;18h30;Domingo;Coritiba;Cruzeiro;Cruzeiro;Couto Pereira;1;3;PR;MG;MG
18;09/08/2009;16h00;Domingo;Flamengo;Corinthians;Flamengo;Maracana;1;0;RJ;SP;RJ
18;09/08/2009;18h30;Domingo;Sao Paulo;Goias;Sao Paulo;Morumbi;3;1;SP;GO;SP
18;10/08/2009;21h00;Segunda-feira;Internacional;Sport;Internacional;Beira Rio;3;0;RS;PE;RS
18;12/08/2009;21h50;Quarta-feira;Atletico-MG;Palmeiras;-;Mineirao;1;1;MG;SP;-
19;15/08/2009;18h30;Sabado;Palmeiras;Botafogo-RJ;-;Palestra Italia;1;1;SP;RJ;-
19;15/08/2009;18h30;Sabado;Avai;Nautico;Avai;Ressacada;2;1;SC;PE;SC
19;15/08/2009;18h30;Sabado;Santo Andre;Internacional;Internacional;Bruno Jose Daniel;0;2;SP;RS;RS
19;16/08/2009;18h30;Domingo;Cruzeiro;Santos;-;Mineirao;0;0;MG;SP;-
19;16/08/2009;18h30;Domingo;Athletico-PR;Barueri;Athletico-PR;Arena da Baixada;3;0;PR;SP;PR
19;16/08/2009;16h00;Domingo;Corinthians;Atletico-MG;Corinthians;Pacaembu;2;0;SP;MG;SP
19;16/08/2009;16h00;Domingo;Fluminense;Coritiba;Coritiba;Maracana;1;3;RJ;PR;PR
19;16/08/2009;16h00;Domingo;Goias;Vitoria;Goias;Serra Dourada;3;2;GO;ES;GO
19;16/08/2009;16h00;Domingo;Gremio;Flamengo;Gremio;Olimpico Monumental;4;1;RS;RJ;RS
19;16/08/2009;16h00;Domingo;Sport;Sao Paulo;Sao Paulo;Ilha do Retiro;1;2;PE;SP;SP
20;19/08/2009;21h00;Quarta-feira;Barueri;Sport;Barueri;Arena Barueri;2;1;SP;PE;SP
20;19/08/2009;21h50;Quarta-feira;Internacional;Corinthians;Corinthians;Beira Rio;1;2;RS;SP;SP
20;19/08/2009;21h50;Quarta-feira;Coritiba;Palmeiras;Coritiba;Couto Pereira;1;0;PR;SP;PR
20;19/08/2009;19h30;Quarta-feira;Botafogo-RJ;Santo Andre;Santo Andre;Engenhao;1;2;RJ;SP;SP
20;19/08/2009;19h30;Quarta-feira;Santos;Gremio;Santos;Vila Belmiro;1;0;SP;RS;SP
20;19/08/2009;21h50;Quarta-feira;Sao Paulo;Fluminense;Sao Paulo;Morumbi;1;0;SP;RJ;SP
20;19/08/2009;19h30;Quarta-feira;Vitoria;Athletico-PR;Vitoria;Barradao;2;1;ES;PR;ES
20;20/08/2009;21h00;Quinta-feira;Atletico-MG;Avai;-;Mineirao;2;2;MG;SC;-
20;20/08/2009;21h00;Quinta-feira;Flamengo;Cruzeiro;Cruzeiro;Maracana;1;2;RJ;MG;MG
20;20/08/2009;21h00;Quinta-feira;Nautico;Goias;Nautico;Aflitos;2;0;PE;GO;PE
21;22/08/2009;18h30;Sabado;Palmeiras;Internacional;Palmeiras;Palestra Italia;2;1;SP;RS;SP
21;22/08/2009;18h30;Sabado;Santo Andre;Coritiba;Santo Andre;Bruno Jose Daniel;1;0;SP;PR;SP
21;22/08/2009;18h30;Sabado;Sport;Vitoria;Sport;Ilha do Retiro;2;0;PE;ES;PE
21;23/08/2009;16h00;Domingo;Fluminense;Barueri;-;Maracana;0;0;RJ;SP;-
21;23/08/2009;16h00;Domingo;Corinthians;Botafogo-RJ;-;Pacaembu;3;3;SP;RJ;-
21;23/08/2009;16h00;Domingo;Athletico-PR;Sao Paulo;Athletico-PR;Arena da Baixada;1;0;PR;SP;PR
21;23/08/2009;18h30;Domingo;Avai;Flamengo;Avai;Ressacada;3;0;SC;RJ;SC
21;23/08/2009;18h30;Domingo;Cruzeiro;Nautico;Cruzeiro;Mineirao;4;2;MG;PE;MG
21;23/08/2009;18h30;Domingo;Goias;Santos;Goias;Serra Dourada;2;1;GO;SP;GO
21;23/08/2009;16h00;Domingo;Gremio;Atletico-MG;Gremio;Olimpico Monumental;4;1;RS;MG;RS
22;26/08/2009;21h50;Quarta-feira;Barueri;Corinthians;-;Arena Barueri;2;2;SP;SP;-
16;26/08/2009;21h00;Quarta-feira;Santos;Internacional;-;Vila Belmiro;3;3;SP;RS;-
11;27/08/2009;21h00;Quinta-feira;Botafogo-RJ;Cruzeiro;-;Engenhao;1;1;RJ;MG;-
22;29/08/2009;18h30;Sabado;Coritiba;Avai;Coritiba;Couto Pereira;2;0;PR;SC;PR
22;29/08/2009;18h30;Sabado;Flamengo;Santo Andre;Flamengo;Maracana;3;0;RJ;SP;RJ
22;29/08/2009;18h30;Sabado;Nautico;Athletico-PR;Nautico;Aflitos;3;0;PE;PR;PE
22;30/08/2009;18h30;Domingo;Vitoria;Cruzeiro;-;Barradao;3;3;ES;MG;-
22;30/08/2009;18h30;Domingo;Botafogo-RJ;Gremio;-;Engenhao;3;3;RJ;RS;-
22;30/08/2009;16h00;Domingo;Sao Paulo;Palmeiras;-;Morumbi;0;0;SP;SP;-
22;30/08/2009;16h00;Domingo;Atletico-MG;Sport;-;Mineirao;1;1;MG;PE;-
22;30/08/2009;18h30;Domingo;Internacional;Goias;Internacional;Beira Rio;4;0;RS;GO;RS
22;30/08/2009;16h00;Domingo;Santos;Fluminense;Santos;Vila Belmiro;2;0;SP;RJ;SP
23;02/09/2009;21h50;Quarta-feira;Corinthians;Santos;Corinthians;Pacaembu;2;1;SP;SP;SP
17;02/09/2009;21h00;Quarta-feira;Internacional;Atletico-MG;Internacional;Beira Rio;3;0;RS;MG;RS
23;05/09/2009;18h30;Sabado;Gremio;Vitoria;-;Olimpico Monumental;1;1;RS;ES;-
23;05/09/2009;18h30;Sabado;Palmeiras;Barueri;Palmeiras;Palestra Italia;2;1;SP;SP;SP
23;05/09/2009;18h30;Sabado;Sport;Botafogo-RJ;Sport;Ilha do Retiro;2;1;PE;RJ;PE
23;06/09/2009;16h00;Domingo;Goias;Coritiba;-;Serra Dourada;2;2;GO;PR;-
23;06/09/2009;16h00;Domingo;Athletico-PR;Flamengo;-;Arena da Baixada;0;0;PR;RJ;-
23;06/09/2009;18h30;Domingo;Fluminense;Nautico;-;Maracana;1;1;RJ;PE;-
23;06/09/2009;18h30;Domingo;Santo Andre;Atletico-MG;Atletico-MG;Bruno Jose Daniel;1;2;SP;MG;MG
23;06/09/2009;18h30;Domingo;Avai;Internacional;Internacional;Ressacada;0;2;SC;RS;RS
23;06/09/2009;16h00;Domingo;Cruzeiro;Sao Paulo;Sao Paulo;Mineirao;1;2;MG;SP;SP
24;12/09/2009;18h30;Sabado;Flamengo;Sport;Flamengo;Maracana;3;0;RJ;PE;RJ
24;12/09/2009;18h30;Sabado;Sao Paulo;Avai;Sao Paulo;Morumbi;2;0;SP;SC;SP
24;13/09/2009;18h30;Domingo;Botafogo-RJ;Fluminense;-;Engenhao;0;0;RJ;RJ;-
24;13/09/2009;16h00;Domingo;Atletico-MG;Athletico-PR;Atletico-MG;Mineirao;2;1;MG;PR;MG
24;13/09/2009;18h30;Domingo;Barueri;Goias;Barueri;Arena Barueri;3;1;SP;GO;SP
24;13/09/2009;16h00;Domingo;Internacional;Cruzeiro;Cruzeiro;Beira Rio;2;3;RS;MG;MG
24;13/09/2009;18h30;Domingo;Nautico;Gremio;Gremio;Aflitos;0;2;PE;RS;RS
24;13/09/2009;16h00;Domingo;Santos;Santo Andre;Santos;Vila Belmiro;1;0;SP;SP;SP
24;13/09/2009;16h00;Domingo;Vitoria;Palmeiras;Vitoria;Barradao;3;2;ES;SP;ES
24;16/09/2009;21h50;Quarta-feira;Coritiba;Corinthians;-;Couto Pereira;1;1;PR;SP;-
25;19/09/2009;18h30;Sabado;Nautico;Atletico-MG;-;Aflitos;0;0;PE;MG;-
25;19/09/2009;18h30;Sabado;Athletico-PR;Sport;Athletico-PR;Arena da Baixada;1;0;PR;PE;PR
25;19/09/2009;18h30;Sabado;Vitoria;Internacional;Vitoria;Barradao;2;0;ES;RS;ES
25;20/09/2009;18h30;Domingo;Santos;Botafogo-RJ;-;Vila Belmiro;0;0;SP;RJ;-
25;20/09/2009;16h00;Domingo;Santo Andre;Sao Paulo;-;Santa Cruz;1;1;SP;SP;-
25;20/09/2009;16h00;Domingo;Avai;Barueri;Avai;Ressacada;4;0;SC;SP;SC
25;20/09/2009;18h30;Domingo;Flamengo;Coritiba;Flamengo;Maracana;3;0;RJ;PR;RJ
25;20/09/2009;18h30;Domingo;Corinthians;Goias;Goias;Pacaembu;1;4;SP;GO;GO
25;20/09/2009;16h00;Domingo;Gremio;Fluminense;Gremio;Olimpico Monumental;5;1;RS;RJ;RS
25;23/09/2009;21h50;Quarta-feira;Cruzeiro;Palmeiras;Palmeiras;Mineirao;1;2;MG;SP;SP
26;26/09/2009;18h30;Sabado;Barueri;Cruzeiro;Cruzeiro;Arena Barueri;0;1;SP;MG;MG
26;26/09/2009;18h30;Sabado;Palmeiras;Athletico-PR;Palmeiras;Palestra Italia;2;1;SP;PR;SP
26;27/09/2009;16h00;Domingo;Sao Paulo;Corinthians;-;Morumbi;1;1;SP;SP;-
26;27/09/2009;16h00;Domingo;Internacional;Flamengo;-;Beira Rio;0;0;RS;RJ;-
26;27/09/2009;18h30;Domingo;Atletico-MG;Santos;Atletico-MG;Mineirao;3;1;MG;SP;MG
26;27/09/2009;16h00;Domingo;Coritiba;Nautico;Coritiba;Couto Pereira;2;0;PR;PE;PR
26;27/09/2009;16h00;Domingo;Fluminense;Avai;Fluminense;Maracana;3;2;RJ;SC;RJ
26;27/09/2009;16h00;Domingo;Goias;Gremio;Goias;Serra Dourada;2;1;GO;RS;GO
26;27/09/2009;18h30;Domingo;Sport;Santo Andre;Sport;Ilha do Retiro;2;1;PE;SP;PE
26;27/09/2009;18h30;Domingo;Botafogo-RJ;Vitoria;Vitoria;Engenhao;1;3;RJ;ES;ES
27;30/09/2009;21h50;Quarta-feira;Nautico;Sao Paulo;Sao Paulo;Aflitos;1;2;PE;SP;SP
27;03/10/2009;18h30;Sabado;Atletico-MG;Barueri;Atletico-MG;Mineirao;2;1;MG;SP;MG
27;03/10/2009;18h30;Sabado;Corinthians;Athletico-PR;Athletico-PR;Pacaembu;1;3;SP;PR;PR
27;03/10/2009;18h30;Sabado;Santo Andre;Vitoria;Santo Andre;Bruno Jose Daniel;1;0;SP;ES;SP
27;04/10/2009;18h30;Domingo;Avai;Cruzeiro;-;Ressacada;2;2;SC;MG;-
27;04/10/2009;16h00;Domingo;Gremio;Sport;-;Olimpico Monumental;3;3;RS;PE;-
27;04/10/2009;16h00;Domingo;Goias;Botafogo-RJ;Botafogo-RJ;Serra Dourada;1;3;GO;RJ;RJ
27;04/10/2009;18h30;Domingo;Coritiba;Internacional;Coritiba;Couto Pereira;2;0;PR;RS;PR
27;04/10/2009;18h30;Domingo;Flamengo;Fluminense;Flamengo;Maracana;2;0;RJ;RJ;RJ
27;04/10/2009;16h00;Domingo;Santos;Palmeiras;Palmeiras;Vila Belmiro;1;3;SP;SP;SP
28;07/10/2009;21h50;Quarta-feira;Fluminense;Corinthians;-;Maracana;1;1;RJ;SP;-
28;07/10/2009;21h00;Quarta-feira;Sao Paulo;Coritiba;-;Morumbi;2;2;SP;PR;-
28;07/10/2009;21h50;Quarta-feira;Vitoria;Flamengo;-;Barradao;3;3;ES;RJ;-
28;07/10/2009;21h00;Quarta-feira;Athletico-PR;Gremio;-;Arena da Baixada;0;0;PR;RS;-
28;07/10/2009;19h30;Quarta-feira;Barueri;Santo Andre;-;Arena Barueri;0;0;SP;SP;-
28;07/10/2009;21h50;Quarta-feira;Internacional;Nautico;Internacional;Beira Rio;3;1;RS;PE;RS
28;07/10/2009;19h30;Quarta-feira;Sport;Santos;Santos;Ilha do Retiro;0;1;PE;SP;SP
28;08/10/2009;21h00;Quinta-feira;Palmeiras;Avai;-;Palestra Italia;2;2;SP;SC;-
28;08/10/2009;21h00;Quinta-feira;Botafogo-RJ;Atletico-MG;Botafogo-RJ;Engenhao;3;1;RJ;MG;RJ
28;08/10/2009;21h00;Quinta-feira;Cruzeiro;Goias;Cruzeiro;Mineirao;3;0;MG;GO;MG
29;10/10/2009;18h30;Sabado;Internacional;Athletico-PR;-;Beira Rio;1;1;RS;PR;-
29;10/10/2009;18h30;Sabado;Coritiba;Barueri;Barueri;Couto Pereira;1;2;PR;SP;SP
29;10/10/2009;16h10;Sabado;Corinthians;Gremio;Corinthians;Pacaembu;2;1;SP;RS;SP
29;10/10/2009;16h10;Sabado;Flamengo;Sao Paulo;Flamengo;Maracana;2;1;RJ;SP;RJ
29;10/10/2009;18h10;Sabado;Santo Andre;Fluminense;Fluminense;Bruno Jose Daniel;1;2;SP;RJ;RJ
29;12/10/2009;16h00;Segunda-feira;Botafogo-RJ;Avai;-;Engenhao;2;2;RJ;SC;-
29;12/10/2009;16h00;Segunda-feira;Goias;Sport;-;Serra Dourada;1;1;GO;PE;-
29;12/10/2009;16h00;Segunda-feira;Santos;Vitoria;-;Pacaembu;0;0;SP;ES;-
29;12/10/2009;16h00;Segunda-feira;Atletico-MG;Cruzeiro;Cruzeiro;Mineirao;0;1;MG;MG;MG
29;12/10/2009;16h00;Segunda-feira;Nautico;Palmeiras;Nautico;Aflitos;3;0;PE;SP;PE
30;17/10/2009;18h30;Sabado;Barueri;Santos;-;Arena Barueri;0;0;SP;SP;-
30;17/10/2009;18h30;Sabado;Sao Paulo;Atletico-MG;Atletico-MG;Morumbi;0;1;SP;MG;MG
30;17/10/2009;18h30;Sabado;Avai;Goias;Avai;Ressacada;2;1;SC;GO;SC
30;18/10/2009;16h00;Domingo;Fluminense;Internacional;-;Maracana;2;2;RJ;RS;-
30;18/10/2009;18h30;Domingo;Athletico-PR;Santo Andre;Athletico-PR;Arena da Baixada;3;0;PR;SP;PR
30;18/10/2009;18h30;Domingo;Cruzeiro;Botafogo-RJ;Cruzeiro;Mineirao;1;0;MG;RJ;MG
30;18/10/2009;16h10;Domingo;Palmeiras;Flamengo;Flamengo;Palestra Italia;0;2;SP;RJ;RJ
30;18/10/2009;16h00;Domingo;Gremio;Coritiba;Gremio;Olimpico Monumental;2;0;RS;PR;RS
30;18/10/2009;16h00;Domingo;Sport;Corinthians;Sport;Ilha do Retiro;2;0;PE;SP;PE
30;18/10/2009;18h30;Domingo;Vitoria;Nautico;Vitoria;Barradao;3;1;ES;PE;ES
31;21/10/2009;21h50;Quarta-feira;Santo Andre;Palmeiras;Santo Andre;Bruno Jose Daniel;2;0;SP;SP;SP
31;24/10/2009;18h30;Sabado;Atletico-MG;Vitoria;Atletico-MG;Mineirao;1;0;MG;ES;MG
31;24/10/2009;18h30;Sabado;Nautico;Barueri;Nautico;Aflitos;2;1;PE;SP;PE
31;25/10/2009;16h00;Domingo;Goias;Fluminense;-;Serra Dourada;2;2;GO;RJ;-
31;25/10/2009;18h30;Domingo;Avai;Sport;-;Ressacada;2;2;SC;PE;-
31;25/10/2009;16h00;Domingo;Coritiba;Athletico-PR;Coritiba;Couto Pereira;3;2;PR;PR;PR
31;25/10/2009;18h30;Domingo;Corinthians;Cruzeiro;Cruzeiro;Pacaembu;0;1;SP;MG;MG
31;25/10/2009;18h30;Domingo;Botafogo-RJ;Flamengo;Flamengo;Engenhao;0;1;RJ;RJ;RJ
31;25/10/2009;16h00;Domingo;Internacional;Gremio;Internacional;Beira Rio;1;0;RS;RS;RS
31;25/10/2009;16h00;Domingo;Santos;Sao Paulo;Sao Paulo;Vila Belmiro;3;4;SP;SP;SP
32;28/10/2009;19h30;Quarta-feira;Athletico-PR;Santos;-;Arena da Baixada;1;1;PR;SP;-
32;28/10/2009;21h50;Quarta-feira;Barueri;Flamengo;Barueri;Arena Barueri;2;0;SP;RJ;SP
32;28/10/2009;19h30;Quarta-feira;Botafogo-RJ;Nautico;Botafogo-RJ;Engenhao;1;0;RJ;PE;RJ
32;28/10/2009;21h50;Quarta-feira;Vitoria;Corinthians;Corinthians;Barradao;0;1;ES;SP;SP
32;28/10/2009;21h00;Quarta-feira;Cruzeiro;Santo Andre;Cruzeiro;Mineirao;3;2;MG;SP;MG
32;28/10/2009;21h00;Quarta-feira;Gremio;Avai;Gremio;Olimpico Monumental;3;1;RS;SC;RS
32;28/10/2009;21h50;Quarta-feira;Sao Paulo;Internacional;Sao Paulo;Morumbi;1;0;SP;RS;SP
32;29/10/2009;21h00;Quinta-feira;Sport;Coritiba;-;Ilha do Retiro;1;1;PE;PR;-
32;29/10/2009;21h00;Quinta-feira;Fluminense;Atletico-MG;Fluminense;Maracana;2;1;RJ;MG;RJ
32;29/10/2009;21h00;Quinta-feira;Palmeiras;Goias;Palmeiras;Palestra Italia;4;0;SP;GO;SP
33;31/10/2009;18h30;Sabado;Avai;Athletico-PR;Avai;Ressacada;2;0;SC;PR;SC
33;31/10/2009;18h30;Sabado;Flamengo;Santos;Flamengo;Maracana;1;0;RJ;SP;RJ
33;31/10/2009;18h30;Sabado;Sao Paulo;Barueri;Sao Paulo;Morumbi;1;0;SP;SP;SP
33;01/11/2009;16h00;Domingo;Palmeiras;Corinthians;-;Eduardo Jose Farah;2;2;SP;SP;-
33;01/11/2009;16h00;Domingo;Goias;Atletico-MG;Atletico-MG;Serra Dourada;2;3;GO;MG;MG
33;01/11/2009;16h00;Domingo;Internacional;Botafogo-RJ;Botafogo-RJ;Beira Rio;0;1;RS;RJ;RJ
33;01/11/2009;16h00;Domingo;Coritiba;Vitoria;Coritiba;Couto Pereira;1;0;PR;ES;PR
33;01/11/2009;18h30;Domingo;Cruzeiro;Fluminense;Fluminense;Mineirao;2;3;MG;RJ;RJ
33;01/11/2009;18h30;Domingo;Nautico;Sport;Nautico;Aflitos;3;2;PE;PE;PE
33;01/11/2009;18h30;Domingo;Santo Andre;Gremio;Santo Andre;Bruno Jose Daniel;2;0;SP;RS;SP
34;04/11/2009;21h50;Quarta-feira;Gremio;Sao Paulo;-;Olimpico Monumental;1;1;RS;SP;-
34;07/11/2009;18h30;Sabado;Vitoria;Avai;Avai;Barradao;0;1;ES;SC;SC
34;07/11/2009;18h30;Sabado;Sport;Cruzeiro;Cruzeiro;Ilha do Retiro;2;3;PE;MG;MG
34;07/11/2009;18h30;Sabado;Santos;Nautico;Santos;Pacaembu;3;1;SP;PE;SP
34;08/11/2009;18h30;Domingo;Barueri;Internacional;-;Arena Barueri;1;1;SP;RS;-
34;08/11/2009;18h30;Domingo;Athletico-PR;Goias;Athletico-PR;Arena da Baixada;2;0;PR;GO;PR
34;08/11/2009;18h30;Domingo;Botafogo-RJ;Coritiba;Botafogo-RJ;Engenhao;2;0;RJ;PR;RJ
34;08/11/2009;16h00;Domingo;Corinthians;Santo Andre;Corinthians;Pacaembu;2;0;SP;SP;SP
34;08/11/2009;16h00;Domingo;Atletico-MG;Flamengo;Flamengo;Mineirao;1;3;MG;RJ;RJ
34;08/11/2009;16h00;Domingo;Fluminense;Palmeiras;Fluminense;Maracana;1;0;RJ;SP;RJ
35;11/11/2009;21h50;Quarta-feira;Palmeiras;Sport;-;Palestra Italia;2;2;SP;PE;-
35;14/11/2009;19h30;Sabado;Cruzeiro;Gremio;-;Mineirao;1;1;MG;RS;-
35;14/11/2009;19h30;Sabado;Coritiba;Atletico-MG;Coritiba;Couto Pereira;2;1;PR;MG;PR
35;14/11/2009;19h30;Sabado;Sao Paulo;Vitoria;Sao Paulo;Morumbi;2;0;SP;ES;SP
35;15/11/2009;17h00;Domingo;Avai;Corinthians;Avai;Ressacada;3;1;SC;SP;SC
35;15/11/2009;17h00;Domingo;Barueri;Botafogo-RJ;Barueri;Arena Barueri;3;0;SP;RJ;SP
35;15/11/2009;17h00;Domingo;Nautico;Flamengo;Flamengo;Aflitos;0;2;PE;RJ;RJ
35;15/11/2009;19h30;Domingo;Fluminense;Athletico-PR;Fluminense;Maracana;2;1;RJ;PR;RJ
35;15/11/2009;19h30;Domingo;Goias;Santo Andre;Goias;Serra Dourada;3;1;GO;SP;GO
35;15/11/2009;19h30;Domingo;Internacional;Santos;Internacional;Beira Rio;3;1;RS;SP;RS
36;18/11/2009;21h50;Quarta-feira;Gremio;Palmeiras;Gremio;Olimpico Monumental;2;0;RS;SP;RS
36;21/11/2009;19h30;Sabado;Athletico-PR;Cruzeiro;-;Arena da Baixada;1;1;PR;MG;-
36;21/11/2009;19h30;Sabado;Corinthians;Nautico;Nautico;Pacaembu;2;3;SP;PE;PE
36;22/11/2009;19h30;Domingo;Flamengo;Goias;-;Maracana;0;0;RJ;GO;-
36;22/11/2009;17h00;Domingo;Botafogo-RJ;Sao Paulo;Botafogo-RJ;Engenhao;3;2;RJ;SP;RJ
36;22/11/2009;17h00;Domingo;Sport;Fluminense;Fluminense;Ilha do Retiro;0;3;PE;RJ;RJ
36;22/11/2009;19h30;Domingo;Atletico-MG;Internacional;Internacional;Mineirao;0;1;MG;RS;RS
36;22/11/2009;17h00;Domingo;Santo Andre;Avai;Santo Andre;Bruno Jose Daniel;4;2;SP;SC;SP
36;22/11/2009;17h00;Domingo;Santos;Coritiba;Santos;Vila Belmiro;4;0;SP;PR;SP
36;22/11/2009;19h30;Domingo;Vitoria;Barueri;Vitoria;Barradao;2;1;ES;SP;ES
37;29/11/2009;17h00;Domingo;Avai;Santos;-;Ressacada;2;2;SC;SP;-
37;29/11/2009;17h00;Domingo;Athletico-PR;Botafogo-RJ;Athletico-PR;Arena da Baixada;2;0;PR;RJ;PR
37;29/11/2009;17h00;Domingo;Cruzeiro;Coritiba;Cruzeiro;Mineirao;4;1;MG;PR;MG
37;29/11/2009;17h00;Domingo;Corinthians;Flamengo;Flamengo;Brinco de Ouro;0;2;SP;RJ;RJ
37;29/11/2009;17h00;Domingo;Fluminense;Vitoria;Fluminense;Maracana;4;0;RJ;ES;RJ
37;29/11/2009;17h00;Domingo;Goias;Sao Paulo;Goias;Serra Dourada;4;2;GO;SP;GO
37;29/11/2009;17h00;Domingo;Gremio;Barueri;Gremio;Olimpico Monumental;4;2;RS;SP;RS
37;29/11/2009;17h00;Domingo;Sport;Internacional;Internacional;Ilha do Retiro;1;2;PE;RS;RS
37;29/11/2009;17h00;Domingo;Palmeiras;Atletico-MG;Palmeiras;Palestra Italia;3;1;SP;MG;SP
37;29/11/2009;17h00;Domingo;Santo Andre;Nautico;Santo Andre;Bruno Jose Daniel;5;3;SP;PE;SP
38;05/12/2009;19h30;Sabado;Nautico;Avai;Avai;Aflitos;0;1;PE;SC;SC
38;05/12/2009;19h30;Sabado;Atletico-MG;Corinthians;Corinthians;Mineirao;0;3;MG;SP;SP
38;06/12/2009;17h00;Domingo;Barueri;Athletico-PR;-;Prudentao;0;0;SP;PR;-
38;06/12/2009;17h00;Domingo;Coritiba;Fluminense;-;Couto Pereira;1;1;PR;RJ;-
38;06/12/2009;17h00;Domingo;Vitoria;Goias;-;Barradao;2;2;ES;GO;-
38;06/12/2009;17h00;Domingo;Botafogo-RJ;Palmeiras;Botafogo-RJ;Engenhao;2;1;RJ;SP;RJ
38;06/12/2009;17h00;Domingo;Santos;Cruzeiro;Cruzeiro;Vila Belmiro;1;2;SP;MG;MG
38;06/12/2009;17h00;Domingo;FLAMENGO;Gremio;FLAMENGO;Maracana;2;1;RJ;RS;RJ
38;06/12/2009;17h00;Domingo;Internacional;Santo Andre;Internacional;Beira Rio;4;1;RS;SP;RS
38;06/12/2009;17h00;Domingo;Sao Paulo;Sport;Sao Paulo;Morumbi;4;0;SP;PE;SP
1;08/05/2010;18h30;Sabado;Atletico-GO;Gremio;-;Serra Dourada;0;0;GO;RS;-
1;08/05/2010;18h30;Sabado;Botafogo-RJ;Santos;-;Engenhao;3;3;RJ;SP;-
1;08/05/2010;18h30;Sabado;Palmeiras;Vitoria;Palmeiras;Parque Antartica;1;0;SP;ES;SP
1;09/05/2010;16h00;Domingo;Flamengo;Sao Paulo;-;Maracana;1;1;RJ;SP;-
1;09/05/2010;16h00;Domingo;Atletico-MG;Vasco;Atletico-MG;Mineirao;2;1;MG;RJ;MG
1;09/05/2010;18h30;Domingo;Avai;Gremio Prudente;Avai;Ressacada;6;1;SC;SP;SC
